makespan,loadBalance,flowtime,communicationCost,waitingTime
30.0,1.5,123.0,34.0,33.0
23.0,1.4375,112.0,26.0,39.0
19.0,1.325581395,93.0,22.0,15.0
28.0,1.37704918,115.0,19.0,26.0
23.0,1.604651163,114.0,8.0,30.0
30.0,1.323529412,129.0,29.0,28.0
27.0,1.975609756,138.0,20.0,38.0
26.0,1.659574468,110.0,31.0,26.0
26.0,1.368421053,113.0,30.0,26.0
25.0,1.388888889,127.0,20.0,40.0
27.0,1.528301887,131.0,24.0,24.0
27.0,1.306451613,120.0,28.0,25.0
35.0,1.590909091,149.0,25.0,40.0
24.0,1.24137931,105.0,27.0,26.0
31.0,1.328571429,132.0,33.0,45.0
23.0,1.352941176,104.0,27.0,18.0
22.0,1.346938776,104.0,12.0,18.0
29.0,1.403225806,142.0,27.0,33.0
25.0,1.136363636,130.0,25.0,40.0
36.0,1.186813187,170.0,30.0,59.0
22.0,1.346938776,95.0,20.0,15.0
23.0,1.568181818,96.0,27.0,25.0
26.0,1.278688525,113.0,36.0,28.0
28.0,1.35483871,143.0,27.0,42.0
28.0,1.555555556,119.0,24.0,38.0
32.0,1.432835821,156.0,19.0,52.0
26.0,1.471698113,111.0,27.0,25.0
25.0,1.5625,111.0,30.0,24.0
24.0,1.24137931,111.0,33.0,31.0
26.0,1.3,115.0,28.0,25.0
28.0,1.953488372,128.0,8.0,44.0
34.0,1.457142857,158.0,24.0,40.0
21.0,1.5,101.0,21.0,17.0
22.0,1.434782609,96.0,26.0,24.0
29.0,1.242857143,138.0,16.0,39.0
32.0,1.684210526,135.0,32.0,28.0
35.0,1.193181818,154.0,35.0,45.0
28.0,1.615384615,153.0,25.0,36.0
28.0,1.473684211,149.0,30.0,54.0
25.0,1.442307692,135.0,24.0,36.0
26.0,1.392857143,113.0,27.0,25.0
27.0,2.454545455,134.0,2.0,23.0
30.0,1.267605634,135.0,21.0,31.0
26.0,1.368421053,105.0,33.0,19.0
26.0,1.238095238,113.0,23.0,22.0
30.0,1.525423729,127.0,36.0,34.0
28.0,1.37704918,128.0,30.0,42.0
32.0,1.391304348,132.0,34.0,39.0
35.0,1.52173913,150.0,25.0,37.0
36.0,1.35,152.0,33.0,48.0
21.0,1.431818182,102.0,24.0,15.0
29.0,1.279411765,134.0,19.0,31.0
21.0,1.4,107.0,24.0,18.0
29.0,1.526315789,124.0,29.0,26.0
25.0,1.630434783,113.0,29.0,25.0
25.0,1.19047619,116.0,33.0,40.0
24.0,1.220338983,126.0,19.0,31.0
28.0,1.292307692,122.0,13.0,25.0
37.0,1.707692308,172.0,25.0,69.0
32.0,1.655172414,139.0,32.0,29.0
21.0,1.26,117.0,25.0,26.0
26.0,1.322033898,114.0,21.0,23.0
29.0,1.45,118.0,21.0,37.0
32.0,2.042553191,156.0,8.0,56.0
25.0,1.470588235,115.0,22.0,24.0
23.0,1.189655172,105.0,25.0,31.0
34.0,1.324675325,157.0,31.0,50.0
23.0,1.232142857,118.0,30.0,21.0
28.0,1.448275862,120.0,29.0,39.0
21.0,1.909090909,105.0,10.0,21.0
29.0,1.208333333,128.0,24.0,25.0
19.0,1.1875,100.0,28.0,22.0
28.0,1.448275862,129.0,23.0,25.0
29.0,1.474576271,128.0,20.0,42.0
23.0,1.408163265,98.0,27.0,24.0
25.0,1.41509434,104.0,15.0,22.0
30.0,1.343283582,128.0,27.0,39.0
24.0,1.285714286,101.0,25.0,21.0
25.0,1.293103448,114.0,31.0,22.0
20.0,1.2,97.0,15.0,21.0
26.0,1.258064516,116.0,30.0,26.0
24.0,1.531914894,112.0,14.0,36.0
28.0,1.423728814,116.0,33.0,42.0
24.0,1.674418605,119.0,28.0,29.0
29.0,1.260869565,133.0,19.0,36.0
21.0,1.369565217,104.0,19.0,18.0
26.0,1.322033898,110.0,21.0,27.0
23.0,1.4375,99.0,8.0,22.0
30.0,1.384615385,134.0,35.0,47.0
31.0,1.524590164,130.0,26.0,37.0
27.0,1.557692308,131.0,13.0,40.0
23.0,1.301886792,101.0,30.0,23.0
28.0,1.253731343,126.0,20.0,31.0
27.0,1.421052632,141.0,24.0,38.0
26.0,1.322033898,110.0,34.0,23.0
23.0,1.232142857,109.0,29.0,30.0
24.0,1.5,123.0,24.0,22.0
31.0,1.631578947,129.0,36.0,30.0
21.0,1.211538462,120.0,24.0,32.0
26.0,1.258064516,121.0,33.0,39.0
26.0,1.418181818,106.0,22.0,23.0
23.0,1.38,99.0,23.0,21.0
26.0,1.344827586,118.0,19.0,30.0
24.0,1.180327869,139.0,19.0,42.0
30.0,1.285714286,141.0,25.0,37.0
21.0,1.909090909,105.0,15.0,25.0
31.0,1.291666667,138.0,36.0,40.0
34.0,2.125,174.0,19.0,56.0
26.0,1.3,108.0,27.0,31.0
25.0,1.293103448,113.0,29.0,22.0
24.0,1.531914894,126.0,24.0,24.0
26.0,1.368421053,106.0,33.0,19.0
23.0,1.568181818,130.0,22.0,34.0
26.0,1.444444444,100.0,31.0,26.0
28.0,1.714285714,136.0,9.0,33.0
30.0,1.8,148.0,20.0,29.0
25.0,1.209677419,130.0,21.0,40.0
23.0,1.408163265,110.0,16.0,21.0
33.0,1.285714286,153.0,30.0,40.0
21.0,1.235294118,109.0,24.0,26.0
28.0,1.423728814,122.0,28.0,35.0
24.0,1.2,128.0,19.0,31.0
25.0,1.363636364,112.0,14.0,21.0
29.0,1.526315789,128.0,25.0,42.0
24.0,1.220338983,116.0,26.0,29.0
21.0,1.340425532,96.0,28.0,14.0
24.0,1.24137931,121.0,15.0,28.0
31.0,1.148148148,142.0,31.0,49.0
32.0,1.215189873,154.0,19.0,51.0
30.0,1.232876712,146.0,23.0,46.0
30.0,1.451612903,126.0,31.0,42.0
30.0,1.451612903,127.0,19.0,38.0
28.0,1.3125,121.0,25.0,25.0
28.0,1.272727273,147.0,21.0,38.0
27.0,1.472727273,120.0,28.0,30.0
28.0,1.4,114.0,13.0,27.0
26.0,1.368421053,111.0,30.0,25.0
26.0,1.278688525,108.0,32.0,33.0
24.0,1.945945946,102.0,14.0,30.0
23.0,1.232142857,103.0,20.0,24.0
29.0,1.474576271,113.0,31.0,34.0
25.0,1.25,119.0,29.0,23.0
21.0,1.431818182,101.0,14.0,17.0
27.0,1.372881356,120.0,22.0,25.0
21.0,1.8,101.0,9.0,25.0
22.0,1.404255319,112.0,25.0,26.0
27.0,1.173913043,134.0,34.0,40.0
23.0,1.210526316,111.0,27.0,30.0
25.0,1.5625,131.0,23.0,31.0
23.0,1.232142857,100.0,30.0,21.0
21.0,1.369565217,107.0,14.0,18.0
28.0,1.3125,117.0,19.0,38.0
25.0,1.630434783,113.0,30.0,24.0
23.0,1.352941176,107.0,29.0,28.0
32.0,1.655172414,154.0,14.0,51.0
26.0,1.368421053,130.0,28.0,29.0
24.0,1.531914894,105.0,28.0,21.0
28.0,1.5,130.0,30.0,35.0
21.0,1.909090909,103.0,10.0,22.0
24.0,1.2,116.0,26.0,32.0
29.0,1.673076923,122.0,25.0,32.0
21.0,1.575,102.0,22.0,15.0
26.0,1.238095238,125.0,29.0,25.0
19.0,1.461538462,93.0,14.0,12.0
21.0,1.285714286,109.0,25.0,26.0
29.0,1.298507463,128.0,35.0,28.0
26.0,1.21875,115.0,30.0,38.0
24.0,1.285714286,121.0,19.0,24.0
30.0,1.153846154,149.0,28.0,50.0
24.0,1.636363636,109.0,24.0,29.0
20.0,1.304347826,94.0,28.0,13.0
30.0,1.607142857,148.0,21.0,34.0
23.0,1.277777778,103.0,27.0,18.0
25.0,1.630434783,127.0,13.0,23.0
30.0,1.384615385,132.0,18.0,28.0
25.0,1.209677419,116.0,30.0,23.0
23.0,1.4375,97.0,29.0,18.0
33.0,1.62295082,145.0,19.0,49.0
29.0,1.242857143,129.0,27.0,32.0
23.0,1.326923077,99.0,26.0,22.0
30.0,1.232876712,140.0,29.0,41.0
23.0,1.301886792,115.0,29.0,25.0
25.0,1.5625,126.0,22.0,26.0
26.0,1.3,113.0,34.0,25.0
24.0,1.285714286,103.0,33.0,24.0
29.0,1.260869565,140.0,26.0,44.0
31.0,1.524590164,140.0,25.0,29.0
24.0,1.333333333,108.0,14.0,19.0
24.0,1.285714286,103.0,15.0,24.0
27.0,1.327868852,135.0,25.0,43.0
29.0,1.338461538,140.0,20.0,44.0
24.0,1.5,119.0,24.0,25.0
33.0,1.32,167.0,26.0,40.0
24.0,1.714285714,121.0,22.0,24.0
32.0,1.432835821,170.0,16.0,57.0
29.0,1.403225806,133.0,23.0,26.0
26.0,1.3,111.0,34.0,25.0
24.0,1.180327869,129.0,21.0,32.0
33.0,1.207317073,146.0,35.0,41.0
26.0,1.344827586,116.0,31.0,23.0
24.0,1.220338983,117.0,20.0,31.0
23.0,1.301886792,108.0,31.0,29.0
24.0,1.411764706,98.0,27.0,18.0
31.0,1.660714286,157.0,28.0,46.0
28.0,1.235294118,129.0,15.0,34.0
29.0,2.023255814,141.0,19.0,33.0
23.0,1.131147541,138.0,29.0,43.0
23.0,1.642857143,95.0,8.0,27.0
33.0,1.47761194,170.0,31.0,55.0
34.0,1.52238806,144.0,34.0,35.0
26.0,1.2,142.0,30.0,41.0
26.0,1.695652174,137.0,19.0,34.0
28.0,1.3125,140.0,20.0,35.0
23.0,1.5,117.0,19.0,27.0
26.0,1.21875,128.0,32.0,39.0
28.0,1.272727273,131.0,30.0,34.0
23.0,1.301886792,127.0,14.0,29.0
30.0,1.428571429,120.0,14.0,39.0
32.0,1.411764706,137.0,35.0,42.0
28.0,1.3125,148.0,21.0,43.0
26.0,1.857142857,129.0,8.0,27.0
25.0,1.229508197,115.0,20.0,22.0
26.0,1.2,114.0,35.0,19.0
19.0,1.295454545,85.0,20.0,17.0
29.0,1.175675676,134.0,34.0,26.0
35.0,1.640625,167.0,23.0,57.0
21.0,1.369565217,107.0,21.0,19.0
28.0,2.210526316,141.0,17.0,33.0
30.0,1.232876712,134.0,34.0,36.0
32.0,1.777777778,168.0,14.0,40.0
28.0,1.866666667,138.0,19.0,40.0
23.0,1.326923077,104.0,21.0,26.0
33.0,1.62295082,163.0,29.0,39.0
23.0,1.254545455,109.0,25.0,24.0
21.0,1.340425532,94.0,15.0,14.0
24.0,1.5,108.0,24.0,17.0
31.0,1.978723404,158.0,8.0,55.0
26.0,1.238095238,122.0,35.0,39.0
26.0,1.238095238,113.0,23.0,22.0
32.0,1.215189873,136.0,25.0,33.0
35.0,1.346153846,154.0,29.0,55.0
33.0,1.65,167.0,27.0,60.0
21.0,1.3125,111.0,20.0,29.0
31.0,2.818181818,164.0,17.0,44.0
21.0,1.465116279,106.0,21.0,31.0
25.0,1.209677419,112.0,33.0,21.0
29.0,1.242857143,140.0,20.0,43.0
33.0,1.455882353,145.0,14.0,40.0
22.0,1.736842105,96.0,21.0,25.0
32.0,1.215189873,143.0,28.0,40.0
25.0,1.442307692,121.0,20.0,31.0
33.0,1.65,137.0,7.0,40.0
19.0,1.461538462,91.0,14.0,12.0
23.0,1.642857143,114.0,10.0,24.0
34.0,1.2,167.0,27.0,40.0
35.0,1.280487805,150.0,36.0,35.0
19.0,1.325581395,98.0,15.0,18.0
28.0,1.68,146.0,15.0,33.0
23.0,1.210526316,107.0,29.0,29.0
28.0,1.333333333,121.0,35.0,30.0
24.0,1.309090909,111.0,15.0,24.0
21.0,1.3125,108.0,25.0,19.0
33.0,1.65,143.0,33.0,34.0
23.0,1.769230769,112.0,8.0,24.0
23.0,1.189655172,104.0,32.0,31.0
26.0,1.238095238,117.0,36.0,24.0
25.0,1.209677419,118.0,28.0,29.0
25.0,1.470588235,124.0,21.0,23.0
25.0,1.293103448,129.0,31.0,30.0
28.0,1.473684211,129.0,26.0,42.0
27.0,1.62,118.0,29.0,32.0
26.0,1.471698113,104.0,35.0,21.0
26.0,1.278688525,115.0,34.0,26.0
30.0,1.232876712,132.0,25.0,29.0
25.0,1.5,121.0,30.0,37.0
30.0,1.8,147.0,19.0,33.0
30.0,1.285714286,138.0,33.0,38.0
24.0,1.333333333,135.0,15.0,39.0
22.0,1.245283019,104.0,27.0,21.0
26.0,1.733333333,109.0,25.0,23.0
18.0,1.35,88.0,27.0,17.0
29.0,1.279411765,130.0,35.0,28.0
29.0,1.553571429,118.0,27.0,35.0
20.0,1.276595745,106.0,26.0,22.0
30.0,1.607142857,150.0,30.0,37.0
18.0,1.5,90.0,5.0,13.0
26.0,1.2,122.0,35.0,36.0
29.0,1.426229508,119.0,20.0,34.0
28.0,1.333333333,115.0,24.0,31.0
29.0,1.242857143,126.0,24.0,27.0
23.0,1.232142857,124.0,31.0,29.0
30.0,1.475409836,133.0,30.0,30.0
23.0,1.533333333,99.0,25.0,18.0
21.0,1.235294118,103.0,25.0,22.0
33.0,1.207317073,159.0,30.0,54.0
28.0,1.68,121.0,26.0,34.0
23.0,1.277777778,96.0,31.0,18.0
34.0,1.457142857,142.0,35.0,50.0
28.0,1.909090909,122.0,21.0,40.0
23.0,1.301886792,103.0,29.0,24.0
23.0,1.301886792,95.0,29.0,16.0
29.0,1.526315789,119.0,34.0,29.0
26.0,1.322033898,113.0,19.0,21.0
28.0,1.5,137.0,24.0,26.0
25.0,1.363636364,115.0,29.0,29.0
26.0,1.258064516,124.0,30.0,32.0
23.0,1.301886792,107.0,15.0,19.0
25.0,1.829268293,127.0,20.0,26.0
21.0,1.369565217,104.0,13.0,18.0
24.0,1.636363636,119.0,22.0,38.0
26.0,1.238095238,118.0,34.0,29.0
26.0,1.392857143,106.0,30.0,21.0
18.0,1.227272727,92.0,25.0,21.0
32.0,1.5,137.0,18.0,31.0
26.0,1.418181818,107.0,27.0,30.0
29.0,1.242857143,127.0,20.0,28.0
26.0,1.21875,114.0,20.0,23.0
30.0,1.232876712,135.0,37.0,41.0
30.0,1.428571429,154.0,29.0,54.0
22.0,1.534883721,116.0,13.0,31.0
35.0,1.193181818,148.0,35.0,39.0
21.0,1.285714286,105.0,16.0,22.0
31.0,1.409090909,125.0,21.0,32.0
30.0,1.525423729,128.0,29.0,28.0
30.0,1.607142857,157.0,24.0,57.0
26.0,1.368421053,130.0,27.0,25.0
30.0,1.25,130.0,35.0,35.0
26.0,1.392857143,107.0,22.0,24.0
23.0,1.15,110.0,30.0,33.0
32.0,1.263157895,154.0,24.0,54.0
24.0,1.309090909,108.0,27.0,29.0
31.0,1.5,131.0,33.0,33.0
29.0,1.474576271,146.0,29.0,48.0
25.0,1.271186441,110.0,35.0,24.0
24.0,1.565217391,110.0,25.0,23.0
30.0,1.232876712,138.0,31.0,39.0
26.0,1.238095238,117.0,27.0,24.0
33.0,1.596774194,161.0,29.0,55.0
23.0,1.301886792,117.0,24.0,34.0
27.0,1.446428571,116.0,26.0,29.0
23.0,1.277777778,98.0,30.0,17.0
19.0,1.295454545,101.0,15.0,21.0
34.0,1.146067416,163.0,33.0,64.0
33.0,1.434782609,138.0,14.0,33.0
29.0,1.242857143,130.0,35.0,33.0
23.0,1.568181818,115.0,25.0,30.0
23.0,1.568181818,113.0,9.0,23.0
26.0,1.322033898,109.0,30.0,22.0
23.0,1.4375,99.0,24.0,21.0
23.0,1.4375,99.0,26.0,26.0
26.0,1.529411765,132.0,21.0,48.0
25.0,1.315789474,107.0,20.0,27.0
21.0,1.26,100.0,25.0,22.0
28.0,1.68,118.0,28.0,24.0
31.0,1.223684211,145.0,25.0,30.0
25.0,1.41509434,105.0,15.0,23.0
27.0,1.35,115.0,26.0,23.0
30.0,1.451612903,129.0,25.0,45.0
26.0,1.529411765,111.0,26.0,32.0
26.0,1.238095238,116.0,36.0,23.0
21.0,1.575,100.0,20.0,19.0
28.0,1.527272727,116.0,29.0,37.0
21.0,1.188679245,109.0,28.0,28.0
30.0,1.40625,164.0,31.0,55.0
24.0,1.142857143,117.0,34.0,34.0
27.0,1.975609756,131.0,14.0,37.0
23.0,1.5,117.0,23.0,21.0
23.0,1.301886792,101.0,28.0,19.0
34.0,1.2,153.0,31.0,46.0
24.0,1.636363636,115.0,14.0,29.0
30.0,1.216216216,146.0,26.0,51.0
34.0,1.2,145.0,27.0,46.0
31.0,1.328571429,135.0,32.0,31.0
27.0,1.653061224,132.0,25.0,37.0
25.0,1.25,126.0,30.0,40.0
23.0,1.301886792,119.0,19.0,26.0
30.0,1.153846154,144.0,31.0,45.0
28.0,1.4,139.0,29.0,41.0
30.0,1.343283582,135.0,31.0,36.0
32.0,1.215189873,137.0,18.0,32.0
20.0,1.395348837,102.0,14.0,17.0
26.0,1.529411765,120.0,23.0,27.0
23.0,1.254545455,104.0,30.0,25.0
20.0,1.304347826,99.0,16.0,18.0
29.0,1.5,124.0,27.0,39.0
19.0,1.583333333,94.0,8.0,11.0
28.0,1.68,128.0,22.0,24.0
32.0,1.215189873,154.0,24.0,51.0
35.0,1.166666667,170.0,32.0,43.0
26.0,1.21875,120.0,19.0,23.0
31.0,1.256756757,162.0,21.0,60.0
30.0,1.475409836,138.0,27.0,38.0
26.0,1.322033898,108.0,26.0,23.0
27.0,1.265625,149.0,26.0,56.0
33.0,1.523076923,148.0,28.0,42.0
25.0,1.19047619,109.0,15.0,28.0
26.0,1.344827586,119.0,20.0,31.0
21.0,1.4,94.0,29.0,16.0
24.0,1.263157895,102.0,14.0,23.0
23.0,1.301886792,105.0,28.0,24.0
33.0,1.2375,162.0,29.0,57.0
27.0,1.109589041,138.0,17.0,38.0
29.0,1.380952381,131.0,30.0,29.0
32.0,1.297297297,147.0,34.0,43.0
39.0,1.444444444,178.0,36.0,65.0
20.0,1.395348837,89.0,16.0,16.0
35.0,1.640625,156.0,29.0,46.0
25.0,1.171875,124.0,36.0,38.0
19.0,1.239130435,103.0,22.0,20.0
36.0,1.636363636,162.0,33.0,54.0
23.0,1.254545455,107.0,26.0,29.0
35.0,1.640625,155.0,29.0,55.0
29.0,1.242857143,140.0,20.0,43.0
30.0,1.384615385,128.0,27.0,34.0
25.0,1.293103448,125.0,21.0,34.0
26.0,1.471698113,133.0,25.0,32.0
24.0,1.220338983,114.0,24.0,27.0
23.0,1.468085106,98.0,18.0,18.0
25.0,1.209677419,117.0,34.0,33.0
28.0,1.787234043,135.0,10.0,45.0
23.0,1.4375,117.0,24.0,21.0
26.0,1.2,126.0,24.0,34.0
27.0,1.208955224,127.0,31.0,35.0
26.0,1.258064516,116.0,35.0,23.0
32.0,1.215189873,144.0,23.0,49.0
23.0,1.352941176,97.0,25.0,16.0
28.0,1.527272727,159.0,19.0,54.0
23.0,1.277777778,98.0,25.0,17.0
29.0,1.403225806,121.0,31.0,31.0
29.0,1.359375,140.0,18.0,42.0
22.0,1.269230769,104.0,20.0,20.0
25.0,1.5,135.0,23.0,35.0
28.0,1.2,136.0,23.0,36.0
30.0,1.2,134.0,31.0,27.0
23.0,1.189655172,108.0,32.0,30.0
24.0,1.411764706,122.0,15.0,25.0
20.0,1.25,97.0,14.0,20.0
28.0,1.5,136.0,21.0,25.0
26.0,1.322033898,109.0,24.0,23.0
26.0,1.5,104.0,15.0,24.0
26.0,1.21875,122.0,32.0,46.0
27.0,1.446428571,117.0,17.0,23.0
29.0,1.380952381,152.0,24.0,41.0
30.0,1.168831169,139.0,35.0,28.0
28.0,1.714285714,145.0,22.0,39.0
20.0,1.276595745,105.0,13.0,18.0
23.0,1.352941176,101.0,31.0,20.0
25.0,1.229508197,116.0,34.0,32.0
28.0,1.166666667,141.0,34.0,46.0
23.0,1.277777778,104.0,27.0,20.0
26.0,1.471698113,116.0,28.0,24.0
26.0,1.344827586,109.0,34.0,23.0
29.0,1.705882353,119.0,13.0,25.0
24.0,1.714285714,120.0,5.0,22.0
27.0,1.62,120.0,30.0,25.0
21.0,1.575,100.0,20.0,20.0
28.0,1.3125,120.0,19.0,25.0
33.0,1.65,139.0,7.0,32.0
26.0,1.2,114.0,21.0,19.0
28.0,1.183098592,133.0,33.0,30.0
34.0,1.52238806,147.0,26.0,47.0
23.0,1.232142857,110.0,25.0,22.0
33.0,1.207317073,142.0,24.0,37.0
26.0,1.418181818,103.0,31.0,19.0
24.0,1.5,102.0,14.0,22.0
26.0,1.5,114.0,15.0,19.0
21.0,1.26,93.0,21.0,20.0
29.0,1.242857143,134.0,20.0,37.0
24.0,1.24137931,123.0,28.0,26.0
27.0,1.265625,120.0,34.0,26.0
21.0,1.4,92.0,25.0,21.0
27.0,1.372881356,110.0,25.0,27.0
24.0,1.24137931,106.0,34.0,25.0
34.0,1.64516129,154.0,30.0,44.0
23.0,1.277777778,107.0,31.0,21.0
25.0,1.470588235,110.0,25.0,21.0
20.0,1.25,99.0,23.0,15.0
21.0,1.465116279,91.0,9.0,17.0
23.0,1.4375,119.0,13.0,21.0
23.0,1.352941176,98.0,29.0,17.0
20.0,1.276595745,98.0,27.0,16.0
27.0,1.327868852,111.0,35.0,28.0
25.0,1.530612245,110.0,30.0,24.0
26.0,1.529411765,137.0,22.0,44.0
21.0,1.575,104.0,24.0,22.0
28.0,1.953488372,146.0,20.0,40.0
30.0,1.323529412,129.0,29.0,28.0
23.0,1.4375,94.0,21.0,19.0
29.0,1.673076923,138.0,28.0,39.0
29.0,1.359375,125.0,34.0,27.0
28.0,1.473684211,120.0,27.0,39.0
26.0,1.529411765,105.0,17.0,32.0
32.0,1.655172414,144.0,13.0,33.0
26.0,1.278688525,124.0,32.0,29.0
29.0,1.225352113,138.0,34.0,40.0
30.0,1.267605634,161.0,32.0,52.0
20.0,1.463414634,100.0,21.0,16.0
33.0,1.302631579,147.0,34.0,46.0
32.0,1.432835821,136.0,14.0,33.0
30.0,1.232876712,128.0,29.0,29.0
23.0,1.131147541,118.0,20.0,35.0
21.0,1.26,94.0,15.0,14.0
23.0,1.277777778,107.0,24.0,31.0
31.0,1.660714286,147.0,13.0,36.0
26.0,1.2,125.0,30.0,25.0
21.0,1.188679245,102.0,19.0,25.0
28.0,1.253731343,130.0,19.0,35.0
30.0,1.40625,149.0,29.0,49.0
26.0,1.471698113,125.0,24.0,24.0
29.0,1.318181818,131.0,35.0,33.0
21.0,1.3125,96.0,27.0,22.0
30.0,1.475409836,138.0,17.0,45.0
21.0,1.285714286,99.0,14.0,16.0
19.0,1.266666667,94.0,26.0,13.0
28.0,1.253731343,123.0,29.0,26.0
31.0,1.660714286,138.0,20.0,37.0
25.0,1.363636364,112.0,24.0,21.0
20.0,1.818181818,103.0,14.0,21.0
28.0,1.333333333,126.0,21.0,31.0
27.0,1.227272727,115.0,30.0,20.0
32.0,1.454545455,137.0,20.0,29.0
31.0,1.660714286,138.0,25.0,45.0
26.0,1.418181818,110.0,27.0,27.0
25.0,1.25,110.0,35.0,25.0
27.0,1.446428571,111.0,23.0,25.0
30.0,1.304347826,132.0,18.0,29.0
23.0,1.131147541,112.0,26.0,35.0
21.0,1.369565217,110.0,15.0,20.0
23.0,1.916666667,115.0,19.0,23.0
29.0,1.45,128.0,19.0,41.0
19.0,1.583333333,100.0,9.0,27.0
27.0,1.88372093,117.0,14.0,40.0
28.0,1.333333333,123.0,32.0,27.0
30.0,1.2,133.0,25.0,26.0
26.0,1.392857143,113.0,28.0,25.0
26.0,1.164179104,133.0,34.0,41.0
29.0,1.526315789,140.0,23.0,41.0
29.0,1.474576271,123.0,27.0,27.0
27.0,1.653061224,151.0,24.0,35.0
23.0,1.4375,118.0,15.0,21.0
26.0,1.813953488,117.0,22.0,35.0
27.0,1.421052632,131.0,30.0,28.0
29.0,1.279411765,130.0,20.0,26.0
28.0,1.527272727,135.0,16.0,34.0
37.0,1.321428571,177.0,31.0,64.0
30.0,1.267605634,132.0,34.0,39.0
35.0,1.193181818,145.0,33.0,44.0
22.0,1.346938776,110.0,22.0,23.0
26.0,1.3,114.0,25.0,24.0
32.0,1.432835821,162.0,20.0,45.0
26.0,1.392857143,112.0,30.0,26.0
33.0,1.207317073,155.0,24.0,50.0
29.0,1.338461538,146.0,24.0,43.0
29.0,1.16,144.0,35.0,47.0
26.0,1.3,112.0,34.0,24.0
31.0,2.818181818,162.0,17.0,35.0
35.0,1.280487805,150.0,26.0,34.0
20.0,1.25,98.0,24.0,20.0
23.0,1.5,102.0,25.0,21.0
21.0,1.26,101.0,27.0,18.0
23.0,1.301886792,120.0,29.0,28.0
27.0,1.306451613,115.0,37.0,25.0
23.0,1.38,129.0,24.0,34.0
24.0,1.714285714,118.0,18.0,21.0
29.0,1.16,139.0,33.0,42.0
32.0,1.333333333,150.0,27.0,47.0
24.0,1.142857143,121.0,34.0,38.0
24.0,1.945945946,120.0,10.0,23.0
23.0,1.352941176,93.0,21.0,21.0
32.0,1.548387097,142.0,18.0,48.0
27.0,1.372881356,133.0,22.0,38.0
34.0,1.52238806,148.0,33.0,40.0
21.0,1.285714286,100.0,27.0,17.0
34.0,1.2,148.0,35.0,37.0
28.0,1.58490566,137.0,15.0,29.0
27.0,1.265625,141.0,24.0,36.0
27.0,1.306451613,116.0,26.0,21.0
25.0,1.293103448,114.0,19.0,24.0
34.0,1.259259259,148.0,26.0,33.0
25.0,1.25,118.0,13.0,22.0
21.0,1.285714286,111.0,22.0,21.0
23.0,1.468085106,113.0,24.0,24.0
32.0,1.655172414,149.0,13.0,36.0
30.0,1.475409836,123.0,30.0,24.0
31.0,1.388059701,138.0,34.0,50.0
30.0,1.525423729,138.0,29.0,27.0
27.0,1.6875,138.0,18.0,43.0
20.0,1.363636364,111.0,24.0,27.0
24.0,1.411764706,114.0,24.0,31.0
26.0,1.5,115.0,30.0,27.0
23.0,1.4375,98.0,26.0,21.0
26.0,1.258064516,113.0,34.0,30.0
23.0,1.254545455,99.0,29.0,17.0
26.0,1.471698113,110.0,20.0,19.0
29.0,1.641509434,145.0,25.0,50.0
25.0,1.5625,124.0,29.0,33.0
31.0,1.453125,128.0,31.0,51.0
30.0,1.267605634,135.0,30.0,28.0
21.0,1.340425532,107.0,14.0,27.0
29.0,1.526315789,145.0,24.0,38.0
26.0,1.344827586,108.0,31.0,20.0
19.0,1.212765957,100.0,14.0,21.0
26.0,1.529411765,113.0,28.0,30.0
23.0,1.232142857,98.0,15.0,21.0
24.0,1.309090909,102.0,33.0,20.0
30.0,1.285714286,133.0,30.0,30.0
24.0,1.531914894,104.0,25.0,31.0
23.0,1.408163265,111.0,26.0,22.0
31.0,1.388059701,148.0,20.0,43.0
24.0,1.636363636,113.0,14.0,17.0
25.0,1.744186047,122.0,20.0,30.0
26.0,1.392857143,105.0,24.0,24.0
28.0,1.292307692,118.0,35.0,29.0
24.0,1.333333333,100.0,17.0,21.0
24.0,1.220338983,116.0,27.0,29.0
35.0,1.810344828,161.0,21.0,54.0
27.0,1.528301887,120.0,25.0,34.0
21.0,1.657894737,101.0,9.0,15.0
24.0,1.333333333,101.0,17.0,22.0
34.0,1.2,161.0,26.0,42.0
23.0,1.4375,106.0,24.0,19.0
28.0,1.292307692,121.0,36.0,25.0
26.0,1.444444444,103.0,31.0,22.0
23.0,1.254545455,111.0,19.0,19.0
27.0,1.446428571,118.0,25.0,25.0
26.0,1.5,105.0,26.0,28.0
25.0,1.630434783,118.0,25.0,20.0
21.0,1.285714286,102.0,16.0,19.0
26.0,1.3,123.0,26.0,46.0
29.0,1.242857143,133.0,29.0,30.0
28.0,1.68,124.0,25.0,28.0
26.0,1.659574468,114.0,30.0,22.0
29.0,1.359375,120.0,26.0,29.0
21.0,1.575,100.0,20.0,23.0
21.0,1.5,102.0,22.0,18.0
30.0,1.2,142.0,31.0,35.0
26.0,1.529411765,114.0,30.0,20.0
26.0,1.258064516,114.0,34.0,25.0
21.0,1.4,103.0,20.0,22.0
20.0,1.463414634,87.0,14.0,18.0
35.0,1.418918919,151.0,25.0,50.0
29.0,1.298507463,130.0,33.0,32.0
26.0,1.258064516,114.0,34.0,25.0
28.0,2.153846154,143.0,16.0,37.0
35.0,1.193181818,145.0,33.0,44.0
23.0,1.15,112.0,35.0,31.0
